Question	Answer
Necesito charlar con alguien	Aquí estoy.
Necesito tener una conversación	Aquí estoy.
Necesito tener una conversación contigo	Aquí estoy.
Necesito tener una conversación con alguien	Aquí estoy.
Necesito darle al palique	Aquí estoy.
Necesito darle al palique contigo	Aquí estoy.
Necesito darle al palique con alguien	Aquí estoy.
Necesito que me den palique	Aquí estoy.
Necesito que me escuches	Aquí estoy.
Necesito conversar contigo	Aquí estoy.
Necesito hablar con alguien	Aquí estoy.
Necesito dialogar	Aquí estoy.
Necesito dialogar con alguien	Aquí estoy.
Necesito dialogar contigo	Aquí estoy.
Necesito que me digas algo	Aquí estoy.
Necesito que me digas cosas	Aquí estoy.
Necesito que me escuchen	Aquí estoy.
Necesito que me oigas	Aquí estoy.
Necesito que me oigan	Aquí estoy.
Necesito que alguien me oiga	Aquí estoy.
¿Hay alguien ahí en este instante para hablar?	Aquí estoy.
Necesito conversar	Aquí estoy.
Quiero dialogar	Aquí estoy.
Quiero charlar	Aquí estoy.
Quiero charlar con alguien	Aquí estoy.
Quiero tener una conversación	Aquí estoy.
Quiero tener una conversación contigo	Aquí estoy.
Quiero tener una conversación con alguien	Aquí estoy.
Quiero darle al palique	Aquí estoy.
Quiero darle al palique contigo	Aquí estoy.
Quiero darle al palique con alguien	Aquí estoy.
Quiero que me den palique	Aquí estoy.
Quiero conversar	Aquí estoy.
Necesito que alguien me escuche	Aquí estoy.
Quiero conversar con alguien	Aquí estoy.
¿Estás ahí ahora mismo para charlar?	Aquí estoy.
Quiero dialogar con alguien	Aquí estoy.
Quiero dialogar contigo	Aquí estoy.
Quiero que me digas algo	Aquí estoy.
Quiero que me digas cosas	Aquí estoy.
Quiero que me escuchen	Aquí estoy.
Quiero que me oigas	Aquí estoy.
Quiero que me oigan	Aquí estoy.
Quiero que alguien me oiga	Aquí estoy.
Necesito hablar contigo	Aquí estoy.
Necesito hablar	Aquí estoy.
Quiero conversar contigo	Aquí estoy.
¿Hay alguien ahí ahora mismo para darme palique?	Aquí estoy.
Me gustaría hablar contigo	Aquí estoy.
¿Estás ahí para charlar?	Aquí estoy.
¿Estás ahí para conversar?	Aquí estoy.
¿Estás ahí para darme palique?	Aquí estoy.
¿Estás ahí para dialogar conmigo?	Aquí estoy.
¿Estás ahí para dialogar?	Aquí estoy.
¿Estás ahí para hablar conmigo?	Aquí estoy.
¿Estás ahí para hablar?	Aquí estoy.
¿Estás ahí para hablarme?	Aquí estoy.
¿Hay alguien ahí ahora mismo para charlar conmigo?	Aquí estoy.
¿Estás ahí en este momento para hablarme?	Aquí estoy.
¿Hay alguien ahí ahora mismo para conversar?	Aquí estoy.
¿Estás ahí en este momento para hablar?	Aquí estoy.
¿Hay alguien ahí ahora mismo para dialogar conmigo?	Aquí estoy.
¿Hay alguien ahí ahora mismo para dialogar?	Aquí estoy.
¿Hay alguien ahí ahora mismo para hablar conmigo?	Aquí estoy.
¿Hay alguien ahí ahora mismo para hablar?	Aquí estoy.
¿Hay alguien ahí ahora mismo para hablarme?	Aquí estoy.
¿Hay alguien ahí en este instante para charlar conmigo?	Aquí estoy.
¿Hay alguien ahí en este instante para charlar?	Aquí estoy.
¿Hay alguien ahí en este instante para conversar?	Aquí estoy.
¿Hay alguien ahí en este instante para darme palique?	Aquí estoy.
¿Hay alguien ahí en este instante para dialogar conmigo?	Aquí estoy.
¿Hay alguien ahí ahora mismo para charlar?	Aquí estoy.
¿Estás ahí en este instante para dialogar?	Aquí estoy.
¿Estás ahí ahora mismo para conversar?	Aquí estoy.
¿Estás ahí ahora mismo para darme palique?	Aquí estoy.
¿Estás ahí ahora mismo para dialogar conmigo?	Aquí estoy.
¿Estás ahí ahora mismo para dialogar?	Aquí estoy.
¿Estás ahí ahora mismo para hablar conmigo?	Aquí estoy.
¿Estás ahí ahora mismo para hablar?	Aquí estoy.
¿Estás ahí ahora mismo para hablarme?	Aquí estoy.
¿Estás ahí en este instante para charlar conmigo?	Aquí estoy.
¿Estás ahí en este instante para charlar?	Aquí estoy.
¿Estás ahí en este instante para conversar?	Aquí estoy.
¿Estás ahí en este instante para dialogar conmigo?	Aquí estoy.
Quiero que me hables	Aquí estoy.
¿Estás ahí en este instante para hablar conmigo?	Aquí estoy.
¿Estás ahí en este instante para hablar?	Aquí estoy.
¿Estás ahí en este instante para hablarme?	Aquí estoy.
¿Estás ahí en este momento para charlar conmigo?	Aquí estoy.
¿Estás ahí en este momento para charlar?	Aquí estoy.
¿Estás ahí en este momento para conversar?	Aquí estoy.
¿Estás ahí en este momento para darme palique?	Aquí estoy.
¿Estás ahí en este momento para dialogar conmigo?	Aquí estoy.
¿Estás ahí en este momento para dialogar?	Aquí estoy.
¿Estás ahí en este momento para hablar conmigo?	Aquí estoy.
¿Estás ahí en este instante para darme palique?	Aquí estoy.
Pareces un disco rallado	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Puedes contestar algo distinto	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Qué pesado eres repitiéndote	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
¿Tus respuestas nunca cambian?	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Hay que ver cómo te repites	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
¿Sabes contestarme otra cosa?	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Dime porqué siempre respondes de la misma manera	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
¿Por qué contestas igual?	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Eres muy repetitivo	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Eso ya lo has dicho	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
¿Por qué respondes del mismo modo?	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
¿Por qué siempre respondes lo mismo?	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
¿Por qué siempre respondes igual?	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
¿Por qué siempre contestas de la misma forma?	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
¿Por qué siempre contestas de la misma manera?	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
¿Por qué siempre contestas del mismo modo?	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
¿Por qué siempre contestas lo mismo?	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
¿Por qué siempre contestas igual?	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Puedes decirme algo diferente	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
¿Por qué respondes de la misma manera?	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
¿Por qué siempre respondes de la misma forma?	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
¿Por qué respondes lo mismo?	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
¿Por qué respondes igual?	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
¿Por qué contestas de la misma forma?	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
¿Por qué contestas de la misma manera?	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
¿Por qué contestas del mismo modo?	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
¿Por qué contestas lo mismo?	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Te repites todo el rato	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
¿Por qué respondes de la misma forma?	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Di porqué respondes del mismo modo	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Di porqué siempre respondes del mismo modo	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Di porqué siempre respondes lo mismo	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Di porqué siempre respondes igual	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Di porqué siempre contestas de la misma forma	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Di porqué siempre contestas de la misma manera	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Di porqué siempre contestas del mismo modo	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Di porqué siempre contestas lo mismo	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Di porqué siempre contestas igual	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
¿Por qué siempre respondes del mismo modo?	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Di porqué respondes de la misma manera	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
¿Por qué siempre respondes de la misma manera?	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Di porqué respondes lo mismo	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Di porqué respondes igual	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Di porqué contestas de la misma forma	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Di porqué contestas de la misma manera	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Di porqué contestas del mismo modo	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Di porqué contestas lo mismo	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Di porqué contestas igual	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Te repites	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Di porqué respondes de la misma forma	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Puedes responder algo diferente	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Te estás repitiendo	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
¿Sabes responderme algo diferente?	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Puedes contestarme otra cosa	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Puedes contestarme algo distinto	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Puedes contestarme algo diferente	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Puedes responderme otra cosa	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Puedes responderme algo distinto	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Puedes responderme algo diferente	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
¿Sabes responderme otra cosa?	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Puedes responder algo distinto	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
¿Sabes contestarme algo diferente?	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Puedes decir otra cosa	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Puedes decir algo distinto	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Puedes decir algo diferente	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
¿Sabes decir otra cosa?	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
¿Sabes decir algo distinto?	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
¿Sabes decir algo diferente?	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Puedes decirme otra cosa	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Puedes decirme algo distinto	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Puedes responder otra cosa	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Di algo diferente	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Dime porqué contestas igual	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Te repites demasiado	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Te repites mucho	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Eso ya lo has respondido	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Eso ya lo has contestado	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Eso ya lo he oído	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Contesta otra cosa	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Responde otra cosa	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
¿Sabes responderme algo distinto?	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Di algo distinto	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Te repites constantemente	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
¿Sabes contestar otra cosa?	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
¿Sabes contestar algo distinto?	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
¿Sabes contestar algo diferente?	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
¿Sabes responder otra cosa?	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
¿Sabes responder algo distinto?	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
¿Sabes responder algo diferente?	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
¿Sabes contestarme algo distinto?	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Di otra cosa	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Siempre das las mismas contestaciones	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
Contéstame algo distinto	Tengo una respuesta para cada pregunta. Si quieres escuchar algo distinto, pregunta otra cosa.
